id,title,release_year,genres,vote_average,vote_count,popularity,original_language,budget,revenue
877703,Teen Wolf: The Movie,2023,Action|Fantasy|TV Movie,7.469,962,7.6904,en,15000000,0
726209,Leave the World Behind,2023,Drama|Mystery|Thriller,6.379,3220,6.5556,en,0,0
897160,Brave Citizen,2023,Action|Drama|Comedy,7.53,135,7.4595,ko,0,2116112
739405,Operation Fortune: Ruse de Guerre,2023,Action|Comedy|Thriller|Adventure,6.464,1937,7.1631,en,50000000,48983306
812225,Black Clover: Sword of the Wizard King,2023,Animation|Fantasy|Action|Adventure,8.091,380,7.2861,ja,0,0
884605,No Hard Feelings,2023,Comedy|Romance,6.673,3806,8.491,en,45000000,83000000
1008042,Talk to Me,2023,Horror,7.135,3716,7.6241,en,4500000,91959188
753342,Napoleon,2023,History|War|Romance,6.307,3079,7.3134,en,165000000,222435664
901362,Trolls Band Together,2023,Animation|Family|Music|Fantasy|Comedy|Adventure,7.252,981,6.5799,en,95000000,210231405
565770,Blue Beetle,2023,Action|Science Fiction|Adventure,6.636,3092,6.6378,en,104000000,130788072
820525,After Everything,2023,Romance|Drama,6.885,995,6.9171,en,14000000,10644463
1022796,Wish,2023,Animation|Family|Fantasy|Adventure,6.221,1773,7.9596,en,175000000,254997360
678512,Sound of Freedom,2023,Action|Drama,7.959,2747,6.3663,en,14500000,250600000
848326,Rebel Moon - Part One: A Child of Fire,2023,Science Fiction|Action|Adventure,6.219,2543,6.2806,en,83000000,0
1075794,Leo,2023,Animation|Comedy|Family,7.366,1335,6.7309,en,0,0
842675,The Wandering Earth II,2023,Science Fiction|Action|Adventure,7.3,713,7.6317,zh,73800000,665000000
496450,Miraculous: Ladybug & Cat Noir  The Movie,2023,Animation|Fantasy|Action|Romance|Family,7.606,951,6.3158,fr,86000000,40208268
709631,Cobweb,2023,Horror,6.437,1057,6.8484,en,13000000,10091821
820609,No One Will Save You,2023,Horror|Science Fiction,6.685,1449,5.9212,en,22800000,0
951491,Saw X,2023,Horror|Mystery,7.164,2353,6.7522,en,13000000,125319714
516806,Last Sentinel,2023,Science Fiction|Thriller,5.447,228,6.4594,en,0,0
467244,The Zone of Interest,2023,Drama|History,7.015,2596,5.327,en,15000000,52631884
955555,The Roundup: No Way Out,2023,Action|Crime|Comedy|Thriller,7.2,540,6.2107,ko,0,83410298
1047041,Detective Conan: Black Iron Submarine,2023,Animation|Action|Crime|Mystery,7.025,141,6.4316,ja,0,106771806
800158,The Killer,2023,Crime|Thriller,6.581,2805,5.907,en,175000000,362113
960292,My Sole Desire,2023,Romance|Drama,6.5,109,6.2931,fr,0,0
614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,Animation|Comedy|Action|Science Fiction,7.218,1582,6.1428,en,75000000,180513586
930564,Saltburn,2023,Drama|Comedy|Thriller,6.957,2920,5.9313,en,20000000,21013738
594767,Shazam! Fury of the Gods,2023,Comedy|Action|Fantasy,6.423,3628,5.3797,en,110000000,134221819
758323,The Pope's Exorcist,2023,Horror|Thriller,6.915,3141,5.1724,en,18000000,76987621
964980,Air,2023,Drama|History,7.28,2320,4.9749,en,80000000,90100000
931102,Ride On,2023,Action|Comedy|Drama,7.214,411,5.9764,zh,0,36232675
614479,Insidious: The Red Door,2023,Horror|Thriller,6.513,1953,6.6399,en,16000000,189086877
1139087,Once Upon a Studio,2023,Animation|Family|Fantasy|Drama|Comedy,8.27,428,6.1019,en,0,0
980026,The Promised Land,2023,Action|Drama|History,7.681,578,5.6448,da,8500000,2246680
840430,The Holdovers,2023,Drama|Comedy,7.645,2496,6.3987,en,13000000,42513270
1040148,Ruby Gillman  Teenage Kraken,2023,Animation|Family|Fantasy|Comedy,7.168,1104,6.1186,en,70000000,46247409
