id,title,release_year,genres,vote_average,vote_count,popularity,original_language,budget,revenue
361743,Top Gun: Maverick,2022,Action|Drama,8.157,10915,41.0827,en,170000000,1488732821
414906,The Batman,2022,Crime|Mystery|Thriller,7.661,11897,21.866,en,185000000,772775278
76600,Avatar: The Way of Water,2022,Action|Adventure|Science Fiction,7.592,14094,21.5018,en,350000000,2353096253
829560,The Next 365 Days,2022,Romance|Drama,6.378,1314,18.4257,pl,0,0
315162,Puss in Boots: The Last Wish,2022,Animation|Adventure|Fantasy|Comedy|Family,8.205,8804,17.5602,en,90000000,484700000
508947,Turning Red,2022,Animation|Family|Comedy|Fantasy,7.328,5805,15.6079,en,0,21813358
453395,Doctor Strange in the Multiverse of Madness,2022,Fantasy|Action|Adventure,7.228,10293,17.671,en,290000000,955775804
766507,Prey,2022,Thriller|Action|Science Fiction,7.66,7693,16.0181,en,65000000,0
985939,Fall,2022,Thriller,7.13,4566,15.4974,en,3000000,17363261
829557,365 Days: This Day,2022,Romance|Drama,5.935,1843,16.1056,pl,0,0
585083,Hotel Transylvania: Transformania,2022,Animation|Comedy|Family|Adventure|Fantasy,7.037,3014,11.6434,en,75000000,18500000
505642,Black Panther: Wakanda Forever,2022,Action|Adventure|Science Fiction,7.006,7441,13.6018,en,250000000,859102154
335787,Uncharted,2022,Action|Adventure,6.881,6818,12.4808,en,120000000,407141258
718930,Bullet Train,2022,Action|Comedy|Thriller,7.412,7496,12.2231,en,90000000,239268602
436270,Black Adam,2022,Action|Adventure|Science Fiction,6.808,7002,12.8018,en,200000000,393452111
851644,20th Century Girl,2022,Romance|Drama,8.152,813,12.6549,ko,119,0
507086,Jurassic World Dominion,2022,Adventure|Science Fiction|Thriller,6.602,7029,13.5394,en,465000000,1004004592
545611,Everything Everywhere All at Once,2022,Action|Adventure|Science Fiction,7.721,7915,12.825,en,25000000,139200000
615777,Babylon,2022,Drama|Comedy,7.354,3766,12.685,en,78000000,65267446
616037,Thor: Love and Thunder,2022,Fantasy|Action|Comedy,6.368,8540,11.363,en,250000000,760928081
619979,Deep Water,2022,Drama|Mystery|Thriller,5.8,1634,12.0901,en,49000000,0
1007401,Mortal Kombat Legends: Snow Blind,2022,Animation|Action|Fantasy,7.767,234,11.3162,en,0,0
438148,Minions: The Rise of Gru,2022,Action|Adventure|Animation|Comedy|Crime|Family|Fantasy|Science Fiction,7.269,4007,10.9193,en,85000000,940203765
615173,The Witch: Part 2 - The Other One,2022,Action|Mystery|Thriller|Science Fiction,7.387,445,10.4796,ko,0,23068596
760104,X,2022,Horror,6.717,3937,9.4907,en,1000000,15113105
1022256,Selena Gomez: My Mind & Me,2022,Documentary|Music,8.497,591,11.7484,en,0,0
698508,Redeeming Love,2022,Romance|Drama|Western,7.83,742,9.6182,en,30000000,9464198
818647,Through My Window,2022,Romance|Drama|Comedy,7.35,3339,10.0779,es,0,0
840326,Sisu,2022,Action|War|Thriller,7.41,2816,9.2924,fi,6600000,14281199
675353,Sonic the Hedgehog 2,2022,Action|Adventure|Family|Comedy,7.43,5859,10.6269,en,110000000,405421518
585511,Luck,2022,Animation|Adventure|Comedy|Fantasy|Family,7.718,1945,9.3606,en,0,0
916224,Suzume,2022,Animation|Drama|Adventure|Fantasy,7.882,1729,10.3205,ja,13000000,314992206
928358,Grand Jete,2022,Drama,4.875,48,9.3147,de,0,0
