id,title,release_year,genres,vote_average,vote_count,popularity,original_language,budget,revenue
762509,Mufasa: The Lion King,2024,Adventure|Family|Animation,7.314,2652,16.1818,en,200000000,722631756
912649,Venom: The Last Dance,2024,Science Fiction|Action|Adventure,6.668,4196,15.3758,en,120000000,478937618
786892,Furiosa: A Mad Max Saga,2024,Action|Science Fiction|Adventure,7.456,4851,13.0354,en,168000000,174287546
653346,Kingdom of the Planet of the Apes,2024,Science Fiction|Adventure|Action,7.055,4234,15.3585,en,160000000,397378150
945961,Alien: Romulus,2024,Horror|Science Fiction,7.165,4521,13.3156,en,80000000,350865342
936245,Hidden Face,2024,Mystery|Thriller,5.1,66,12.417,ko,0,0
1064213,Anora,2024,Drama|Comedy|Romance,7.069,3135,13.855,en,6000000,56286295
539972,Kraven the Hunter,2024,Action|Adventure|Thriller,6.4,2320,13.0106,en,130000000,62076533
1266990,Kulong,2024,Drama,6.417,18,12.3066,tl,0,0
558449,Gladiator II,2024,Action|Adventure|Drama,6.615,4401,14.8234,en,310000000,462180717
974576,Conclave,2024,Drama|Thriller,7.192,3379,12.0808,en,20000000,115657988
426063,Nosferatu,2024,Horror|Fantasy,6.706,3631,11.5753,en,50000000,181805645
1034541,Terrifier 3,2024,Horror,6.785,1937,11.8085,en,2000000,90322103
1097549,Babygirl,2024,Romance|Thriller,5.702,1191,11.9602,en,20000000,60934894
718821,Twisters,2024,Action|Thriller,6.782,2964,11.1935,en,155000000,372262265
845781,Red One,2024,Action|Comedy|Fantasy,6.991,3031,10.3164,en,250000000,185700759
605722,Long Distance,2024,Science Fiction|Comedy|Action,6.478,250,9.9355,en,0,0
877817,Wolfs,2024,Crime|Comedy,6.535,1425,15.1146,en,80000000,0
1226578,Longlegs,2024,Crime|Horror|Mystery,6.53,2636,10.733,en,10000000,127961936
748783,The Garfield Movie,2024,Family|Comedy|Adventure|Animation,6.992,1432,9.7495,en,60000000,254907482
937287,Challengers,2024,Drama|Romance,6.912,2673,10.1765,en,55000000,94182533
746036,The Fall Guy,2024,Action|Comedy|Romance,6.96,3729,9.8953,en,125000000,181073291
698687,Transformers One,2024,Animation|Science Fiction|Adventure|Family,7.968,1607,10.3355,en,75000000,129408392
1084736,The Count of Monte Cristo,2024,Adventure|Action|Drama,7.91,2013,9.7844,fr,46000000,75360860
1100782,Smile 2,2024,Horror|Music|Mystery|Thriller,6.587,2136,9.2181,en,28000000,138128854
762441,A Quiet Place: Day One,2024,Horror|Science Fiction|Thriller,6.65,3321,8.0154,en,67000000,261907653
639720,IF,2024,Comedy|Fantasy|Family,6.966,1599,9.1823,en,110000000,190309707
1048923,Empire Waist,2024,Comedy|Drama,7.5,46,8.4757,en,0,0
1138194,Heretic,2024,Thriller|Horror,7.0,2626,7.8139,en,10000000,51913394
799583,The Ministry of Ungentlemanly Warfare,2024,Action|Comedy|War,7.015,1868,9.1979,en,60000000,29768915
929590,Civil War,2024,War|Action|Drama,6.859,4307,8.8761,en,50000000,126542249
889737,Joker: Folie à Deux,2024,Drama|Crime|Thriller,5.403,2903,9.5507,en,190000000,207500287
1032823,Trap,2024,Crime|Horror|Thriller,6.239,2812,9.9219,en,30000000,83677281
413846,1992,2024,Crime|Thriller|Action,6.897,219,8.662,en,6500000,2900000
1213742,Tyler Perry's Divorce in the Black,2024,Drama|Thriller,7.173,78,7.9334,en,0,0
1128650,The Prosecutor,2024,Action|Drama|Crime|Thriller,7.012,205,7.3013,cn,38500000,128093757
838209,Exhuma,2024,Mystery|Horror|Thriller,7.52,673,8.0485,ko,0,97974828
1371534,He Sees You When You're Sleeping,2024,Horror,6.538,13,7.6546,en,0,0
1232449,Young Hearts,2024,Drama|Romance,8.504,260,8.2096,nl,0,129692
969492,Land of Bad,2024,Action|War|Thriller,7.255,1469,7.9259,en,18000000,7021101
1381216,Gator Lake,2024,Horror|Comedy|Adventure,6.213,47,7.3559,en,1250000,0
1244492,Look Back,2024,Animation|Drama,8.064,539,8.1088,ja,0,12648664
1111873,Abigail,2024,Horror|Thriller,6.67,2054,7.586,en,28000000,43015969
1064028,Subservience,2024,Science Fiction|Horror|Thriller,6.615,997,9.2469,en,4400000,262793
1072342,Night Swim,2024,Horror|Mystery,5.5,848,8.0632,en,15000000,54785387
917496,Beetlejuice Beetlejuice,2024,Comedy|Fantasy|Horror,6.933,3104,9.9145,en,99000000,452000435
1272440,Tiger Wolf Rabbit,2024,Drama|Crime,6.9,16,12.52,zh,0,64480996
1118031,Apocalypse Z: The Beginning of the End,2024,Drama|Action|Horror,6.7,1232,7.6591,es,0,500000
1079091,It Ends with Us,2024,Drama|Romance,6.936,1927,7.7533,en,55000000,351441044
1305194,Mi prima la sexóloga 2 (de la fantasía a la realidad),2024,Comedy|Drama,7.158,120,7.0931,es,0,0
1014590,Upgraded,2024,Romance|Comedy,7.172,1009,6.3238,en,0,0
1160956,Panda Plan,2024,Action|Comedy,6.819,284,7.3419,zh,25000000,42238170
1159311,My Hero Academia: You're Next,2024,Animation|Action|Adventure|Science Fiction,7.22,214,6.9081,ja,0,32224616
1252428,Anaconda,2024,Adventure|Horror,7.06,142,7.2127,zh,30000000,0
560016,Monkey Man,2024,Action|Thriller,6.873,1397,6.4879,en,10000000,35271631
840705,Blink Twice,2024,Mystery|Thriller,6.682,1881,7.4488,en,20000000,46393906
1035048,Elevation,2024,Action|Science Fiction|Thriller,6.416,961,6.5954,en,18000000,3300000
1167898,Straight,2024,Romance,7.0,20,5.7752,es,0,0
923667,Twilight of the Warriors: Walled In,2024,Action|Crime|Thriller,7.0,440,6.3437,cn,38400000,95399186
1333100,Attack on Titan: THE LAST ATTACK,2024,Animation|Action|Adventure|Drama,8.715,195,6.9366,ja,0,21525687
1382406,Striking Rescue,2024,Action|Crime|Thriller,7.448,164,5.9807,zh,0,0
365177,Borderlands,2024,Action|Science Fiction|Comedy,5.6,1475,7.296,en,115000000,33017367
974635,Hit Man,2024,Comedy|Romance|Crime,6.799,1624,6.8172,en,8800000,5101673
1216191,Oddity,2024,Horror|Mystery,6.653,768,6.191,en,0,1850519
967847,Ghostbusters: Frozen Empire,2024,Fantasy|Adventure|Comedy,6.453,2149,6.2748,en,100000000,201967521
1008953,Incoming,2024,Comedy,6.242,357,5.9118,en,0,0
549509,The Brutalist,2024,Drama,6.954,1642,6.4216,en,9600000,50145227
5492,Gunner,2024,Action|Thriller|Crime,5.267,234,5.928,en,20000000,0
1012201,HAIKYU!! The Dumpster Battle,2024,Animation|Comedy,7.683,243,6.8191,ja,5000000,100255784
1139566,Through My Window 3: Looking at You,2024,Romance|Drama|Comedy,6.848,673,6.3555,es,0,0
974262,Descendants: The Rise of Red,2024,Fantasy|Adventure|Family|Comedy,6.727,476,6.4325,en,0,0
1116465,A Legend,2024,Action|Adventure|Fantasy,6.816,158,5.7291,zh,0,11242056
1014505,OVERLORD: The Sacred Kingdom,2024,Action|Adventure|Animation|Fantasy,7.851,181,6.5377,ja,0,7614966
957452,The Crow,2024,Action|Fantasy|Horror,5.795,1265,6.9412,en,50000000,24109036
1005331,Carry-On,2024,Thriller|Action,6.88,2738,6.9834,en,47000000,0
661539,A Complete Unknown,2024,Drama|Music,7.083,1426,6.3275,en,65000000,140508652
