id,title,release_year,genres,vote_average,vote_count,popularity,original_language,budget,revenue
514847,The Hunt,2020,Action|Thriller|Horror,6.644,3631,24.4789,en,14000000,12400979
664767,Mortal Kombat Legends: Scorpion's Revenge,2020,Animation|Action|Fantasy,8.091,1468,23.2626,en,0,0
524047,Greenland,2020,Thriller|Adventure|Action|Science Fiction,7.129,5277,15.096,en,34000000,52300000
664413,365 Days,2020,Romance|Drama,6.991,9499,13.3565,pl,0,9458590
508442,Soul,2020,Animation|Family|Drama|Music|Fantasy,8.092,11390,15.0448,en,150000000,121977511
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020,Animation|Action|Fantasy,8.2,4485,13.4765,ja,15700000,523542183
454626,Sonic the Hedgehog,2020,Action|Science Fiction|Comedy|Family,7.285,10378,11.7412,en,85000000,319715683
577922,Tenet,2020,Action|Thriller|Science Fiction,7.175,11078,11.5193,en,205000000,365304105
613504,After We Collided,2020,Drama|Romance,7.153,5460,8.9083,en,14000000,47990414
38700,Bad Boys for Life,2020,Thriller|Action|Crime,7.115,8726,8.2346,en,90000000,426505244
516486,Greyhound,2020,War|Action|Drama,7.411,3296,8.3616,en,50300000,0
615677,We Can Be Heroes,2020,Family|Action|Fantasy|Comedy,5.949,817,8.3739,en,0,0
545609,Extraction,2020,Action|Thriller,7.292,6591,7.9063,en,65000000,0
581392,Peninsula,2020,Horror|Action|Thriller|Adventure,6.719,2570,7.9085,ko,17000000,42698327
570670,The Invisible Man,2020,Thriller|Science Fiction|Horror,7.091,6254,7.9773,en,7000000,144492724
614696,#Alive,2020,Action|Horror|Science Fiction,7.211,2033,7.5942,ko,6300000,13416285
514593,You Should Have Left,2020,Horror|Thriller,6.083,969,8.5714,en,0,0
522627,The Gentlemen,2020,Comedy|Crime|Action,7.662,6586,7.4051,en,22000000,115171795
533514,Violet Evergarden: The Movie,2020,Animation|Drama|Fantasy|Romance,8.292,507,8.398,ja,0,20339624
337401,Mulan,2020,Adventure|Fantasy|Action,6.8,7035,7.8028,en,200000000,69965374
677638,We Bare Bears: The Movie,2020,Animation|Adventure|Family|Comedy|TV Movie,7.835,849,6.7577,en,0,0
497582,Enola Holmes,2020,Adventure|Mystery|Crime,7.228,6544,8.5216,en,21000000,0
464052,Wonder Woman 1984,2020,Action|Adventure|Fantasy,6.369,9040,7.9097,en,200000000,169601036
652837,Josee  the Tiger and the Fish,2020,Animation|Drama|Romance,8.263,596,7.7132,ja,0,0
443791,Underwater,2020,Horror|Science Fiction|Action|Adventure,6.275,3446,7.4389,en,50000000,40882928
547016,The Old Guard,2020,Action|Fantasy,7.097,4801,7.0144,en,70000000,0
508439,Onward,2020,Animation|Family|Fantasy|Adventure|Comedy,7.641,6558,6.8246,en,200000000,141888276
715756,Dangerous Drugs of Sex,2020,Thriller|Drama|Horror,6.446,37,7.3826,ja,0,0
446893,Trolls World Tour,2020,Family|Animation|Comedy|Fantasy|Adventure|Music,7.242,2269,6.545,en,90000000,49276818
529203,The Croods: A New Age,2020,Animation|Family|Adventure|Fantasy|Comedy,7.44,4129,7.3883,en,65000000,215905815
495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,Action|Crime,6.878,10794,6.2321,en,75000000,205537933
707610,Bosomy Mom,2020,Drama|Romance,6.063,16,6.4773,ko,0,0
441130,Wolfwalkers,2020,Animation|Family|Adventure|Fantasy,8.193,1376,5.3931,en,12000000,1310720
400160,The SpongeBob Movie: Sponge on the Run,2020,Adventure|Animation|Comedy|Family|Fantasy,7.404,2978,6.3672,en,60000000,4810790
705559,My Mother's Lovers,2020,Drama,4.818,11,5.9277,es,0,0
770156,Lucy Shimmers and the Prince of Peace,2020,Drama|Family,8.367,358,6.3426,en,0,0
448119,Dolittle,2020,Family|Comedy|Fantasy|Adventure,6.577,3867,6.3905,en,175000000,251410631
508935,The Eight Hundred,2020,War|History|Drama|Action,6.992,331,6.4966,zh,80000000,461421559
