id,title,release_year,genres,vote_average,vote_count,popularity,original_language,budget,revenue
207703,Kingsman: The Secret Service,2015,Crime|Comedy|Action|Adventure,7.62,17792,11.1374,en,81000000,414351546
105864,The Good Dinosaur,2015,Adventure|Animation|Family,6.741,5978,11.6763,en,175000000,332207671
323260,The Gigolo,2015,Romance|Drama|Comedy,5.411,45,10.3896,cn,0,709136
294254,Maze Runner: The Scorch Trials,2015,Science Fiction|Action|Thriller|Adventure,6.729,11003,11.8523,en,61000000,312296056
102899,Ant-Man,2015,Science Fiction|Adventure|Action,7.065,20829,9.1148,en,130000000,519311965
270303,It Follows,2015,Horror|Mystery,6.583,6900,8.6359,en,2300000,23374076
206647,Spectre,2015,Action|Adventure|Thriller,6.569,11227,8.1466,en,245000000,880707597
387848,Buddy's Mom,2015,Drama|Romance,5.7,15,8.7884,ko,0,0
264660,Ex Machina,2015,Drama|Science Fiction,7.573,14234,8.4112,en,15000000,36869414
263472,Knock Knock,2015,Horror|Thriller|Crime,5.388,3472,9.1981,en,10000000,6341684
386716,Young Mother 3,2015,Romance,6.0,18,8.7481,ko,0,0
177677,Mission: Impossible - Rogue Nation,2015,Action|Adventure,7.223,9695,9.6079,en,150000000,682716636
307081,Southpaw,2015,Action|Drama,7.363,5803,10.6498,en,30000000,91709827
312221,Creed,2015,Drama,7.404,7934,8.8941,en,37000000,173600000
318846,The Big Short,2015,Comedy|Drama,7.367,9827,8.3587,en,28000000,133346506
131634,The Hunger Games: Mockingjay - Part 2,2015,Action|Adventure|Science Fiction,6.901,13326,8.0448,en,160000000,653428261
273248,The Hateful Eight,2015,Drama|Mystery|Western,7.756,15247,9.0046,en,44000000,155760117
360784,Hidden,2015,Thriller|Horror,6.91,1162,7.3049,en,0,0
228161,Home,2015,Fantasy|Comedy|Animation|Science Fiction|Family,6.8,4215,8.2824,en,135000000,368871007
76757,Jupiter Ascending,2015,Science Fiction|Fantasy|Action,5.465,7097,6.9534,en,176000000,184000000
262500,Insurgent,2015,Action|Science Fiction|Thriller,6.36,10423,8.8202,en,110000000,297002527
254128,San Andreas,2015,Action|Drama|Thriller,6.245,8996,7.3518,en,110000000,473990832
276907,Legend,2015,Crime|Thriller,7.055,4264,7.2205,en,25000000,42972994
274854,The Last Witch Hunter,2015,Action|Adventure|Fantasy,6.015,3840,6.4309,en,90000000,146936910
159824,Hotel Transylvania 2,2015,Animation|Comedy|Family|Fantasy,6.763,6114,7.0118,en,80000000,473200000
277217,Descendants,2015,Family|Adventure|Fantasy|TV Movie|Music,7.156,2505,6.7403,en,0,0
277216,Straight Outta Compton,2015,Drama|Music|History,7.774,4177,7.03,en,28000000,201634991
238713,Spy,2015,Action|Comedy|Crime,6.832,6388,7.3543,en,65000000,235666219
280092,Insidious: Chapter 3,2015,Horror|Thriller,6.283,3597,5.7597,en,10000000,120453155
375846,Bad Sister,2015,Thriller|TV Movie,6.572,244,6.3941,en,0,0
211672,Minions,2015,Family|Animation|Adventure|Comedy,6.419,11082,5.9212,en,74000000,1159457503
158852,Tomorrowland,2015,Adventure|Family|Mystery|Science Fiction,6.292,7344,5.8673,en,190000000,209200000
293863,The Age of Adaline,2015,Romance|Fantasy|Drama,7.466,7086,6.1545,en,25000000,65663276
203801,The Man from U.N.C.L.E.,2015,Comedy|Action|Adventure,7.076,6853,6.2169,en,75000000,110045109
357096,I Spit on Your Grave III: Vengeance Is Mine,2015,Horror,5.778,1056,6.2509,en,0,144420
254320,The Lobster,2015,Comedy|Drama|Romance,7.026,6877,6.7931,en,4000000,15700000
254470,Pitch Perfect 2,2015,Comedy|Music,6.841,5515,5.3512,en,29000000,287144079
264644,Room,2015,Drama|Thriller,7.995,9678,5.6752,en,13000000,35401758
265208,Wild Card,2015,Thriller|Crime|Action,5.7,1935,9.8677,en,30000000,6738764
296098,Bridge of Spies,2015,Thriller|Drama,7.24,7268,6.0547,en,40000000,165478348
296099,Vacation,2015,Comedy|Adventure,6.306,3979,5.3217,en,31000000,104400000
228165,The SpongeBob Movie: Sponge Out of Water,2015,Adventure|Animation|Comedy|Family|Fantasy,6.102,2525,6.0274,en,74000000,325186032
314365,Spotlight,2015,Drama|History,7.815,8782,5.3913,en,20000000,98690254
339527,Solace,2015,Thriller|Crime|Mystery,6.431,2374,5.635,en,0,22586863
295830,Attack on Titan,2015,Horror|Action|Science Fiction,6.1,827,5.5751,ja,0,30810658
303857,Dragon Ball Z: Resurrection 'F',2015,Action|Animation|Science Fiction,6.872,2018,5.2299,ja,5000000,61768190
258509,Alvin and the Chipmunks: The Road Chip,2015,Family|Comedy|Music|Adventure|Animation,6.032,1757,5.2364,en,90000000,233755553
253412,Everest,2015,Adventure|Drama|History,6.828,5219,4.3383,en,55000000,203427584
192141,No Escape,2015,Thriller|Action,6.942,2716,4.7849,en,5000000,54400000
94365,The Human Centipede 3 (Final Sequence),2015,Horror,3.78,851,4.9712,en,0,16184
166424,Fantastic Four,2015,Action|Adventure|Science Fiction,4.438,6389,4.7771,en,120000000,167977596
201085,Crimson Peak,2015,Horror|Mystery|Romance|Drama,6.661,5237,5.8154,en,55000000,74700000
274167,Daddy's Home,2015,Comedy,6.297,3429,5.1471,en,50000000,242786137
256591,Focus,2015,Romance|Comedy|Crime,6.9,8276,4.1263,en,50100000,153962963
258480,Carol,2015,Romance|Drama,7.494,3950,4.7852,en,11800000,40272135
354857,Regular Show: The Movie,2015,Animation|Comedy|Science Fiction|Adventure,7.901,428,4.3039,en,3000000,0
390845,A Delicious Flight,2015,Romance,4.407,70,4.156,ko,0,0
359364,Human,2015,Documentary,8.429,310,4.5519,fr,15483821,0
299824,Mojin: The Lost Legend,2015,Action|Adventure|Fantasy,6.247,261,4.719,zh,37000000,278300000
201088,Blackhat,2015,Crime|Thriller|Action,5.519,2179,5.5249,en,70000000,17752940
257088,Point Break,2015,Action|Adventure|Crime|Thriller,5.96,2440,5.4979,en,105000000,133782481
238615,Self/less,2015,Science Fiction|Action|Thriller,6.422,3294,4.8696,en,26000000,31807156
257445,Goosebumps,2015,Adventure|Horror|Comedy,6.3,3978,4.39,en,58000000,158952243
227973,The Peanuts Movie,2015,Comedy|Animation|Family,6.961,1784,4.2826,en,99000000,246233113
295964,Burnt,2015,Drama,6.528,3576,4.7799,en,20000000,36606743
387820,Strange Hair Salon,2015,Romance|Drama,6.708,12,4.3414,ko,0,0
298312,The Visit,2015,Horror|Thriller,6.3,5154,4.6211,en,5000000,98450062
306819,The Danish Girl,2015,Drama,7.548,5944,4.8072,en,15000000,64200000
227719,Project Almanac,2015,Science Fiction|Thriller,6.785,2846,3.8789,en,12000000,33200000
333167,Empire of Lust,2015,Romance|Drama|History,6.9,54,4.0715,ko,0,3191168
347201,Boruto: Naruto the Movie,2015,Adventure|Action|Animation|Comedy|Fantasy,7.461,1659,5.7308,ja,0,38362448
331576,SPL 2: A Time for Consequences,2015,Action|Crime|Thriller|Adventure|Drama,6.928,279,4.4444,cn,0,0
266294,Sisters,2015,Comedy,6.0,1461,5.6034,en,30000000,105000000
340382,Attack on Titan II: End of the World,2015,Horror|Science Fiction|Action,6.198,394,4.4925,ja,0,15187789
324558,X-Rated: The Greatest Adult Movies of All Time,2015,Documentary,6.415,195,4.3438,en,0,0
266647,Pan,2015,Fantasy|Adventure|Family|Action,5.96,2844,4.1218,en,150000000,128388320
325358,Superfast!,2015,Comedy|Action,5.112,501,4.3692,en,20000000,0
