id,title,release_year,genres,vote_average,vote_count,popularity,original_language,budget,revenue
515001,Jojo Rabbit,2019,Comedy|War|Drama,7.986,10386,7.905,en,14000000,82468705
637113,Square One,2019,Documentary|Crime|Drama,8.6,58,6.8164,en,0,0
487616,Curiosa,2019,Drama|History,5.8,241,6.7299,fr,0,0
480414,The Curse of La Llorona,2019,Horror,5.651,2655,6.6728,en,9000000,123233739
503919,The Lighthouse,2019,Drama|Fantasy|Thriller,7.475,5529,6.3162,en,11000000,18262464
509967,6 Underground,2019,Action|Comedy|Thriller,6.335,5158,5.9519,en,150000000,0
320288,Dark Phoenix,2019,Science Fiction|Action|Adventure,5.965,7058,7.4448,en,200000000,252442974
527641,Five Feet Apart,2019,Romance|Drama,8.216,5909,6.6624,en,7000000,92600000
447404,Pokémon Detective Pikachu,2019,Action|Adventure|Fantasy,6.906,7340,6.4005,en,150000000,450063166
559969,El Camino: A Breaking Bad Movie,2019,Crime|Drama|Thriller,7.046,5609,6.3194,en,0,0
491480,The Boy Who Harnessed the Wind,2019,Drama|History,7.877,1864,6.9113,en,0,0
522162,Midway,2019,Action|War|History,7.096,2707,5.9591,en,100000000,127400000
458723,Us,2019,Horror|Mystery,6.948,8042,6.9413,en,20000000,256071218
572154,Rascal Does Not Dream of a Dreaming Girl,2019,Animation|Romance|Drama|Fantasy,8.253,590,6.5162,ja,0,0
431693,Spies in Disguise,2019,Animation|Action|Adventure|Comedy|Family,7.554,2966,5.5345,en,100000000,171616764
517093,Balkan Line,2019,Drama|Action|War,7.439,573,4.6311,ru,3500000,4944386
619264,The Platform,2019,Drama|Science Fiction|Thriller,6.97,7800,5.9049,es,1203235,1090116
473033,Uncut Gems,2019,Drama|Thriller|Crime,7.163,5364,5.6173,en,19000000,50023780
521029,Annabelle Comes Home,2019,Horror,6.411,3836,5.5414,en,27000000,231252591
481084,The Addams Family,2019,Family|Animation|Comedy|Fantasy,6.6,2486,5.7429,en,40000000,204394183
428045,Iron Mask,2019,Action|Adventure|Family|Fantasy,6.092,546,5.3666,ru,49000000,8685794
587727,Busty Girlfriend,2019,Romance,7.3,35,5.0724,ko,0,0
625976,It Feels So Good,2019,Drama|Romance,6.684,49,5.3721,ja,0,0
338967,Zombieland: Double Tap,2019,Horror|Comedy,6.901,6244,5.0612,en,42000000,122810399
329996,Dumbo,2019,Family|Fantasy|Adventure,6.591,4517,5.3635,en,170000000,353284621
522681,Escape Room,2019,Horror|Thriller|Mystery,6.544,5035,5.0079,en,9000000,155712077
508965,Klaus,2019,Animation|Family|Comedy,8.224,4656,5.3388,en,0,0
575824,Men of Hard Skin,2019,Drama,6.011,44,4.4242,es,0,0
499701,Dora and the Lost City of Gold,2019,Family|Comedy|Adventure,6.629,1820,4.5004,en,49000000,120600000
431580,Abominable,2019,Family|Animation|Adventure|Comedy|Fantasy,7.451,2171,5.9753,en,75000000,190304772
479455,Men in Black: International,2019,Comedy|Science Fiction|Action|Adventure,5.898,5335,5.455,en,110000000,253890701
638507,How to Train Your Dragon: Homecoming,2019,Animation|Fantasy|Adventure|Family,8.039,1102,4.6947,en,0,0
492188,Marriage Story,2019,Drama,7.733,7400,5.3352,en,18000000,333686
592350,My Hero Academia: Heroes Rising,2019,Animation|Action|Fantasy|Adventure,8.139,1275,5.3051,ja,0,30017163
458897,Charlie's Angels,2019,Action|Adventure|Comedy,6.383,3146,5.0247,en,48000000,73279888
456740,Hellboy,2019,Fantasy|Horror|Action|Adventure,5.582,3697,5.0593,en,50000000,55065289
535167,The Wandering Earth,2019,Science Fiction|Action|Drama,6.648,1147,5.2776,zh,48000000,0
581387,Ashfall,2019,Action|Adventure|Thriller,6.837,626,4.6351,ko,17700000,61321941
501170,Doctor Sleep,2019,Horror|Fantasy,7.143,4864,4.2607,en,45000000,72385286
576004,Porno,2019,Comedy|Horror,6.0,418,6.1423,en,0,0
502292,The Last Summer,2019,Romance|Comedy,6.004,1400,3.8233,en,0,0
452832,Serenity,2019,Thriller|Mystery|Drama,5.455,1626,4.1779,en,25000000,14500000
554596,No manches  Frida 2: paraíso destruido,2019,Comedy,7.889,947,5.163,es,5000000,26500000
599975,Countdown,2019,Horror|Thriller,6.207,2304,4.6229,en,6500000,48021766
611291,Bring the Soul: The Movie,2019,Music|Documentary,8.296,459,4.7884,ko,0,12150259
535292,21 Bridges,2019,Crime|Action|Drama,6.772,2149,3.9942,en,33000000,49900000
606856,Togo,2019,Adventure|Family,8.123,2250,4.0444,en,0,0
698438,Swapping: Perfect Neighbor,2019,Romance,5.8,58,4.2903,ko,0,0
567646,Extreme Job,2019,Action|Comedy|Crime,7.191,350,4.397,ko,8120000,124652206
506574,Descendants 3,2019,Family|TV Movie|Adventure|Fantasy|Music,7.671,1613,4.3297,en,15000000,0
552178,Dark Waters,2019,Drama|Thriller,7.531,2524,5.2956,en,20000000,13601384
853033,Adultery Alumni Association 2,2019,Drama|Romance,4.7,41,4.0296,ko,0,0
566063,Ask Dr. Ruth,2019,Documentary,7.684,49,2.4166,en,0,0
