id,title,release_year,genres,vote_average,vote_count,popularity,original_language
155,The Dark Knight,2008,Action|Crime|Thriller,8.5,35851,40.1315,en
13078,The Babysitters,2008,Drama,6.0,542,34.2829,en
10681,WALL·E,2008,Animation|Family|Science Fiction,8.1,20308,23.6705,en
1726,Iron Man,2008,Action|Science Fiction|Adventure,7.66,28154,23.0397,en
9502,Kung Fu Panda,2008,Action|Animation|Comedy|Family,7.3,12646,21.42,en
8966,Twilight,2008,Fantasy|Drama|Romance,6.281,14412,18.7505,en
1724,The Incredible Hulk,2008,Science Fiction|Action|Adventure,6.241,12701,13.8658,en
19173,Diary of a Nymphomaniac,2008,Drama|Romance,5.6,364,15.3367,es
13009,Zombie Strippers!,2008,Comedy|Horror|Science Fiction,4.865,430,12.3617,en
10527,Madagascar: Escape 2 Africa,2008,Adventure|Animation|Comedy|Family,6.529,7433,11.3313,en
8681,Taken,2008,Action|Thriller,7.406,12112,10.6421,en
14574,The Boy in the Striped Pyjamas,2008,Drama|War|History,7.819,7668,10.0233,en
4564,Sex and the City,2008,Comedy|Drama|Romance,6.547,2265,16.9375,en
1735,The Mummy: Tomb of the Dragon Emperor,2008,Adventure|Action|Fantasy,5.52,4819,9.0695,en
4922,The Curious Case of Benjamin Button,2008,Drama|Fantasy|Romance,7.6,13733,9.2554,en
17903,A Frozen Flower,2008,Drama,6.854,158,8.0441,ko
42384,A Tale of Legendary Libido,2008,Comedy|Fantasy|Drama,5.8,47,8.0756,ko
11631,Mamma Mia!,2008,Comedy|Romance,6.971,6997,8.0974,en
7555,Rambo,2008,Action|Thriller|War,6.697,4268,7.2463,en
10483,Death Race,2008,Action|Thriller|Science Fiction,6.309,4145,7.2483,en
10764,Quantum of Solace,2008,Adventure|Action|Thriller,6.337,8551,8.9802,en
12429,Ponyo,2008,Animation|Fantasy|Family,7.8,4814,7.4355,ja
12222,Horton Hears a Who!,2008,Animation|Comedy|Family|Adventure|Fantasy,6.52,3545,7.0856,en
8456,Never Back Down,2008,Drama|Action,6.776,2493,6.8749,en
7446,Tropic Thunder,2008,Action|Comedy|Adventure|War,6.716,6966,7.1633,en
13053,Bolt,2008,Animation|Family|Adventure|Comedy,6.541,6492,7.8114,en
2454,The Chronicles of Narnia: Prince Caspian,2008,Adventure|Family|Fantasy,6.633,6771,7.3099,en
13971,Wild Child,2008,Comedy|Drama|Romance,6.7,1921,6.3446,en
8909,Wanted,2008,Action|Thriller|Crime,6.532,7599,6.7489,en
7191,Cloverfield,2008,Action|Thriller|Science Fiction,6.711,7798,6.9061,en
88751,Journey to the Center of the Earth,2008,Action|Science Fiction|Adventure|Comedy|Family,6.091,5158,7.0057,en
1729,The Forbidden Kingdom,2008,Action|Adventure|Fantasy,6.648,1912,7.216,en
217,Indiana Jones and the Kingdom of the Crystal Skull,2008,Adventure|Action,6.0,9027,7.1119,en
8055,The Reader,2008,Drama|Romance,7.469,3393,7.232,en
9539,Martyrs,2008,Horror|Drama|Thriller,7.304,3027,6.2978,fr
7459,Speed Racer,2008,Family|Action|Adventure|Comedy,6.359,1767,6.0031,en
10661,You Don't Mess with the Zohan,2008,Comedy|Action,5.714,4070,5.4963,en
6557,27 Dresses,2008,Comedy|Romance,6.453,3421,6.5311,en
12405,Slumdog Millionaire,2008,Drama|Romance,7.732,11332,6.5075,en
13027,Eagle Eye,2008,Mystery|Thriller|Action,6.495,3122,5.9576,en
13510,Eden Lake,2008,Horror|Thriller,6.834,2084,5.5969,en
13223,Gran Torino,2008,Drama,7.991,11577,6.8705,en
8960,Hancock,2008,Fantasy|Action,6.356,10265,6.8516,en
12162,The Hurt Locker,2008,Drama|Thriller|War,7.253,6183,5.6507,en
11253,Hellboy II: The Golden Army,2008,Fantasy|Action,6.769,5609,4.8673,en
8204,The Spiderwick Chronicles,2008,Family|Adventure|Fantasy|Drama,6.701,2853,5.8639,en
13523,Sex Drive,2008,Comedy|Adventure|Romance,6.393,1476,5.2941,en
10358,Zack and Miri Make a Porno,2008,Comedy|Romance,6.347,2670,5.4686,en
8247,Jumper,2008,Action|Adventure|Science Fiction,6.2,6240,6.5032,en
11665,Get Smart,2008,Action|Comedy|Thriller,6.2,3885,5.4068,en
13056,Punisher: War Zone,2008,Action|Crime,5.87,1313,6.3088,en
13179,Tinker Bell,2008,Animation|Family|Adventure|Fantasy,6.9,1569,5.0445,en
12620,The House Bunny,2008,Romance|Comedy,5.69,2032,4.7912,en
13387,Transporter 3,2008,Action|Thriller|Crime,6.167,3668,4.8598,en
14756,Ip Man,2008,Drama|Action|History,7.761,4111,4.9675,cn
12133,Step Brothers,2008,Comedy,6.555,3408,5.0114,en
8645,The Happening,2008,Thriller|Science Fiction,5.404,3945,5.7686,en
2253,Valkyrie,2008,Drama|Thriller|War,6.96,4084,4.1873,en
8065,21,2008,Drama|Crime,6.693,5047,4.9984,en
10201,Yes Man,2008,Comedy|Romance,6.694,7392,5.0186,en
8321,In Bruges,2008,Comedy|Drama|Crime,7.5,5776,4.2595,en
9870,Forgetting Sarah Marshall,2008,Comedy|Romance|Drama,6.5,3693,4.2712,en
3580,Changeling,2008,Crime|Drama|Mystery,7.58,4487,5.3568,en
11918,Superhero Movie,2008,Comedy|Action|Science Fiction,5.284,2007,5.2655,en
5038,Vicky Cristina Barcelona,2008,Drama|Romance,6.8,4021,3.732,en
10202,Bedtime Stories,2008,Fantasy|Comedy|Family|Romance,6.159,2980,4.8991,en
8457,Drillbit Taylor,2008,Comedy,5.824,1101,4.3152,en
7840,10 000 BC,2008,Adventure|Action|Drama|Fantasy,5.508,3176,3.9883,en
7461,Vantage Point,2008,Drama|Action|Thriller|Crime,6.414,2182,5.0785,en
8676,Fool's Gold,2008,Adventure|Romance|Comedy,5.791,1589,4.2722,en
10200,The Day the Earth Stood Still,2008,Drama|Science Fiction|Thriller,5.667,3751,4.7583,en
13855,The Chaser,2008,Crime|Thriller|Action,7.763,1525,4.3873,ko
16000,Ben 10: Race Against Time,2008,Action|Family|Science Fiction|TV Movie,5.844,362,3.9105,en
15157,Another Cinderella Story,2008,Music|Comedy|Romance|Family,7.32,2122,3.9628,en
39207,Detective Conan: Full Score of Fear,2008,Animation|Action|Crime|Mystery,6.931,159,4.5743,ja
234586,Annan Thambi,2008,Comedy,5.3,12,4.2292,ml
14306,Marley & Me,2008,Comedy|Family,7.183,4796,3.9487,en
12572,New York  I Love You,2008,Comedy|Drama|Romance,5.953,601,3.9661,en
7278,Meet the Spartans,2008,Comedy|Fantasy,4.089,1852,3.9677,en
12113,Body of Lies,2008,Action|Drama|Thriller,6.632,3325,3.5148,en
9381,Babylon A.D.,2008,Action|Adventure|Science Fiction|Thriller,5.668,2264,3.7152,en
13690,Open Season 2,2008,Adventure|Animation|Comedy|Family,5.876,1301,3.6871,en
13688,CJ7,2008,Comedy|Drama|Family|Fantasy|Science Fiction,7.3,792,3.8444,cn
12180,Star Wars: The Clone Wars,2008,Animation|Action|Science Fiction|Adventure,6.149,2217,4.2809,en
4148,Revolutionary Road,2008,Drama|Romance,6.983,4116,3.8213,en
10529,Outlander,2008,Science Fiction|Action,6.471,1412,3.4714,en
11260,Meet Dave,2008,Comedy|Science Fiction|Adventure|Family,5.325,1561,4.2544,en
10189,Pineapple Express,2008,Action|Comedy|Crime,6.646,4208,3.6259,en
8328,Step Up 2: The Streets,2008,Music|Drama|Romance,6.688,2419,3.6604,en
291860,Kick the Cock,2008,Comedy,4.1,46,3.7508,it
14359,Doubt,2008,Drama,7.204,1917,4.3676,en
4944,Burn After Reading,2008,Comedy|Drama,6.673,5235,3.397,en
11321,Seven Pounds,2008,Drama,7.602,7246,4.2061,en
12289,Red Cliff,2008,Adventure|Drama|History|Action|War,7.12,886,3.484,zh
68610,ReGOREgitated Sacrifice,2008,Horror,3.3,46,3.5964,en
8848,The Bank Job,2008,Thriller|Crime|Drama,6.845,2621,4.6167,en
13460,Doomsday,2008,Action|Thriller|Science Fiction,5.936,1396,4.1344,en
13004,Barbie and the Diamond Castle,2008,Animation|Family,7.426,882,3.3427,en
8090,Untraceable,2008,Thriller|Crime|Mystery|Drama|Horror,6.241,994,3.7942,en
13809,RocknRolla,2008,Action|Crime|Thriller,6.95,3308,4.2123,en
13184,Bangkok Dangerous,2008,Action|Crime|Thriller,5.296,1130,3.9382,en
136686,Doraemon: Nobita and the Green Giant Legend,2008,Adventure|Animation|Family|Comedy|Science Fiction|Fantasy,6.8,48,3.1604,ja
16921,Autopsy,2008,Horror|Thriller,4.924,218,2.3929,en
8461,Funny Games,2008,Thriller|Horror,6.561,2261,3.8227,en
10665,The Strangers,2008,Horror,6.1,2674,3.458,en
12184,The Other Boleyn Girl,2008,Drama|Romance|History,6.699,2215,3.3193,en
12163,The Wrestler,2008,Drama|Romance,7.537,4019,4.1248,en
13600,City of Ember,2008,Adventure|Family|Fantasy,6.361,1896,3.1109,en
13335,Harold & Kumar Escape from Guantanamo Bay,2008,Comedy|Adventure,6.317,1631,3.322,en
7735,The Wave,2008,Drama|Thriller,7.485,3616,4.2222,de
14728,The Librarian: The Curse of the Judas Chalice,2008,Fantasy|Adventure|Comedy,6.266,526,3.7729,en
11917,Saw V,2008,Horror|Thriller|Crime,6.174,3807,3.4208,en
209379,Knight Rider,2008,Science Fiction|TV Movie,6.3,67,4.1462,en
15854,Kung Fu Panda: Secrets of the Furious Five,2008,Animation|Family|Action,6.803,471,3.7672,en
1266,Street Kings,2008,Action|Crime|Drama|Thriller,6.643,1680,4.0833,en
13389,Righteous Kill,2008,Crime|Thriller|Mystery,5.885,1354,3.6152,en
14438,Fireproof,2008,Drama|Romance,7.68,858,3.5739,en
14423,First Sunday,2008,Comedy|Action,5.634,265,3.5741,en
12797,Ghost Town,2008,Comedy|Romance|Drama|Fantasy,6.52,1060,3.7679,en
19929,9to5: Days in Porn,2008,Documentary,5.798,89,2.9464,en
8390,Definitely  Maybe,2008,Comedy|Romance,6.937,2625,3.8841,en
8836,The X-Files: I Want to Believe,2008,Mystery|Science Fiction|Thriller,5.869,1643,2.8165,en
13805,Disaster Movie,2008,Comedy|Science Fiction,3.2,1132,2.7263,en
9029,What Happens in Vegas,2008,Comedy|Romance,6.1,3303,3.3406,en
10139,Milk,2008,History|Drama,7.217,2424,2.8925,en
13018,Deception,2008,Thriller|Mystery,5.958,716,2.9906,en
17581,Naruto Shippuden the Movie: Bonds,2008,Fantasy|Animation|Action,7.323,521,3.2669,ja
14072,Rab Ne Bana Di Jodi,2008,Comedy|Drama|Romance,7.122,316,2.8381,hi
16353,Ong Bak 2,2008,Adventure|Action|Thriller,6.472,720,3.7161,th
13001,Stargate: The Ark of Truth,2008,Action|Adventure|Science Fiction|TV Movie,7.1,571,2.9659,en
15373,Role Models,2008,Comedy,6.489,2151,2.9763,en
10761,Made of Honor,2008,Comedy|Romance,6.458,1800,2.8968,en
10185,The Midnight Meat Train,2008,Horror|Mystery|Fantasy,6.182,1256,2.5792,en
13825,The Lazarus Project,2008,Drama|Thriller,6.0,395,2.5164,en
13813,Defiance,2008,Action|Drama|History|War,6.847,1891,2.4862,en
14976,Rachel Getting Married,2008,Drama|Romance,6.293,644,2.8925,en
13051,Max Payne,2008,Crime|Action|Drama,5.417,2267,2.7634,en
13310,Let the Right One In,2008,Horror|Drama,7.545,3260,2.3875,sv
268227,Erotica: Moonlight,2008,Drama,5.9,24,2.6555,en
18198,Barbie Mariposa,2008,Animation|Fantasy|Family,6.793,550,2.3412,en
15003,Chocolate,2008,Action|Crime,7.3,562,2.7205,th
13515,Mirrors,2008,Horror|Mystery,6.286,2030,2.8995,en
38594,Dragon Ball: Yo! Son Goku and His Friends Return!!,2008,Animation|Action|Adventure|Science Fiction|Comedy,6.503,588,2.6022,ja
12690,Appaloosa,2008,Drama|Western|Crime,6.57,1086,3.8492,en
28422,Love Exposure,2008,Action|Comedy|Drama|Romance,8.0,516,2.8338,ja
13812,Quarantine,2008,Horror|Science Fiction|Thriller,5.776,1375,2.9008,en
13490,Welcome Home Roscoe Jenkins,2008,Comedy|Drama|Family,6.0,313,2.8608,en
63193,Front of the Class,2008,Drama,7.979,310,2.7308,en
13012,Felon,2008,Crime|Drama|Thriller|Action,7.139,987,2.1934,en
6933,One Missed Call,2008,Horror|Mystery|Thriller,5.388,804,2.5182,en
13648,Resident Evil: Degeneration,2008,Animation|Horror|Action|Science Fiction,6.809,1175,3.294,ja
14863,Anaconda 3: Offspring,2008,Horror|Adventure|Thriller|TV Movie,4.622,368,2.3917,en
19506,ICHI,2008,Action|Adventure|Drama|History,6.727,139,2.2512,ja
21044,Surviving Sid,2008,Animation|Comedy|TV Movie,6.182,121,2.7644,en
13944,Passengers,2008,Drama|Mystery|Thriller|Romance,6.129,1002,2.1892,en
2309,Inkheart,2008,Adventure|Family|Fantasy,6.294,2261,2.7977,en
13121,Teeth,2008,Comedy|Horror,5.4,809,2.3554,en
49236,Art of the Devil 3,2008,Thriller|Horror,6.866,86,2.5016,th
13486,The Scorpion King 2: Rise of a Warrior,2008,Action|Adventure|Fantasy,4.769,629,3.5132,en
11671,Elegy,2008,Drama|Romance,6.3,307,2.8503,en
12914,Stargate: Continuum,2008,Action|Adventure|Science Fiction,7.138,589,2.4002,en
