id,title,release_year,genres,vote_average,vote_count,popularity,original_language
329505,Lola's Secret,1984,Drama|Comedy|Horror,7.0,71,24.4559,it
218,The Terminator,1984,Action|Thriller|Science Fiction,7.683,14627,18.6458,en
311,Once Upon a Time in America,1984,Drama|Crime,8.383,6047,14.3736,en
185664,Nun in Rope Hell,1984,Drama|Horror,6.3,37,15.4211,ja
377,A Nightmare on Elm Street,1984,Horror,7.345,5736,11.2364,en
620,Ghostbusters,1984,Comedy|Fantasy,7.497,9757,10.0684,en
1885,The Karate Kid,1984,Action|Drama|Family,7.2,4714,8.0108,en
81,Warriors of the Wind,1984,Adventure|Animation|Fantasy,8.0,4068,7.0881,ja
87,Indiana Jones and the Temple of Doom,1984,Adventure|Action,7.3,10121,8.3538,en
279,Amadeus,1984,Drama|History|Music,8.0,4758,7.3903,en
927,Gremlins,1984,Fantasy|Horror|Comedy,7.143,6982,7.3766,en
841,Dune,1984,Action|Science Fiction|Adventure,6.188,3423,6.6397,en
90,Beverly Hills Cop,1984,Comedy|Crime|Action,7.209,4603,6.1034,en
9336,Police Academy,1984,Comedy|Crime,6.708,2997,5.9428,en
655,Paris  Texas,1984,Drama,8.1,2218,5.1915,en
24128,Stop Making Sense,1984,Documentary|Music,8.311,366,4.9304,en
86461,Hanna D: The Girl from Vondel Park,1984,Drama,4.333,12,3.7707,it
70410,The Public Woman,1984,Drama,5.9,58,4.3781,fr
1788,Footloose,1984,Drama|Romance,6.689,2206,4.7604,en
34584,The NeverEnding Story,1984,Adventure|Fantasy|Family,7.221,4385,4.7506,de
9651,Supergirl,1984,Adventure|Fantasy|Action|Science Fiction,5.373,689,4.5716,en
2619,Splash,1984,Comedy|Romance|Fantasy,6.26,1485,3.7447,en
19673,Sexmission,1984,Science Fiction|Adventure|Comedy,7.2,333,5.3574,pl
9326,Romancing the Stone,1984,Romance|Comedy|Action|Adventure,6.772,2043,3.9093,en
4437,2010,1984,Thriller|Science Fiction,6.659,1065,4.2546,en
11205,Wheels on Meals,1984,Romance|Action|Comedy|Crime,6.9,438,4.0614,cn
12309,Bachelor Party,1984,Comedy,6.3,716,4.0208,en
1880,Red Dawn,1984,Action|Thriller|War|Drama,6.306,886,4.163,en
11507,Body Double,1984,Crime|Mystery|Thriller,6.8,911,3.4696,en
15144,Sixteen Candles,1984,Comedy|Romance,6.8,2214,4.6323,en
9314,Nineteen Eighty-Four,1984,Drama|Science Fiction|Thriller,6.79,1649,3.4694,en
14746,Streets of Fire,1984,Action,6.911,549,2.4937,en
9610,Conan the Destroyer,1984,Adventure|Fantasy|Action,6.137,1660,3.1576,en
8764,Top Secret!,1984,Comedy,7.1,1405,4.1049,en
9730,Friday the 13th: The Final Chapter,1984,Horror,6.13,1510,3.5025,en
2669,The Bounty,1984,Action|Drama|History,6.746,642,2.776,en
11379,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,Science Fiction|Comedy|Adventure|Romance,5.964,492,2.9999,en
24264,Sheena,1984,Action|Adventure|Fantasy,5.669,157,4.0827,en
11031,This Is Spinal Tap,1984,Comedy|Music,7.419,1632,2.2904,en
625,The Killing Fields,1984,Drama|History|War,7.5,832,2.6209,en
9663,Starman,1984,Science Fiction|Romance|Drama,6.94,995,2.2048,en
77985,Maria's Lovers,1984,Drama|Romance,6.0,63,2.6904,en
2148,The Cotton Club,1984,Crime|Drama,6.515,442,2.2519,en
11884,The Last Starfighter,1984,Adventure|Science Fiction|Action,6.6,766,2.2281,en
5968,The Woman in Red,1984,Comedy|Romance,6.264,556,2.6219,en
11495,Firestarter,1984,Horror|Science Fiction|Thriller,6.3,765,3.1734,en
40978,Emmanuelle 4,1984,Drama|Romance,4.784,67,2.5897,fr
10823,Children of the Corn,1984,Horror|Thriller,5.737,1129,2.0107,en
13820,Repo Man,1984,Comedy|Science Fiction,6.661,668,2.5826,en
161699,Doraemon: Nobita's Great Adventure in the World of Magic,1984,Animation|Adventure|Family|Fantasy|Science Fiction,6.983,30,2.3097,ja
157,Star Trek III: The Search for Spock,1984,Science Fiction|Action|Adventure|Thriller,6.6,1519,2.4921,en
11905,The Company of Wolves,1984,Horror|Fantasy,6.3,383,2.7649,en
13763,Purple Rain,1984,Drama|Music|Romance,6.701,413,2.4757,en
165108,The Story of O Part 2,1984,Drama,4.233,30,2.1897,fr
14132,Macross: Do You Remember Love?,1984,Animation|Science Fiction|War|Action,7.2,105,2.3633,ja
40814,Crimes of Passion,1984,Crime|Drama|Thriller,6.3,196,1.9464,en
19596,Electric Dreams,1984,Romance|Science Fiction|Comedy,6.3,200,2.532,en
13681,Places in the Heart,1984,Drama,7.168,193,2.8929,en
22160,Against All Odds,1984,Crime|Drama|Romance|Thriller,5.724,241,2.4173,en
24749,Iceman,1984,Science Fiction,6.204,142,2.9599,en
69161,Heroes Shed No Tears,1984,Action|War|Drama,6.5,80,2.585,cn
10606,The Philadelphia Experiment,1984,Science Fiction|Adventure|Thriller,6.103,445,1.9856,en
5677,Trancers,1984,Science Fiction|Crime,5.93,227,2.9509,en
184068,An Amorous Woman of Tang Dynasty,1984,Romance|Action|Drama,6.2,21,1.8769,cn
15379,Missing in Action,1984,Action|Adventure|Thriller|War,5.9,565,1.9172,en
11296,Birdy,1984,Drama|War,7.131,571,3.1321,en
421467,The Return of Godzilla,1984,Science Fiction|Action|Horror,7.198,333,2.2113,ja
11950,Cannonball Run II,1984,Action|Comedy,5.429,352,2.1842,en
11393,The Natural,1984,Drama,6.902,663,1.7787,en
63157,La Pirate,1984,Drama,4.75,30,2.5094,fr
28692,Up the Creek,1984,Comedy,5.7,92,1.7393,en
9507,Runaway,1984,Science Fiction|Crime|Thriller|Drama,5.633,290,2.6639,en
5896,Bolero,1984,Drama|Romance,3.505,107,2.6371,en
52744,Falling in Love,1984,Drama|Romance,6.659,399,2.0389,en
165701,Darling  Let's Get Naked!,1984,Comedy,6.4,15,1.5688,el
154524,The Happy Ghost,1984,Comedy|Fantasy,6.537,27,1.3951,cn
14347,Blame It on Rio,1984,Comedy|Romance,5.791,199,1.7642,en
11707,Tightrope,1984,Mystery|Thriller|Crime,6.153,385,2.522,en
16551,Rhinestone,1984,Comedy,4.9,121,2.9302,en
11002,Greystoke: The Legend of Tarzan  Lord of the Apes,1984,Adventure|Drama|Action|Romance,6.371,501,1.9422,en
255745,Peter Knife,1984,Action|Comedy|Drama,7.48,74,2.7553,es
21871,Tank,1984,Comedy,5.707,92,1.4821,en
14052,Revenge of the Nerds,1984,Comedy,6.472,806,1.8469,en
24099,Dreamscape,1984,Drama|Science Fiction|Thriller,6.092,315,1.6068,en
