id,title,release_year,genres,vote_average,vote_count,popularity,original_language
120,The Lord of the Rings: The Fellowship of the Ring,2001,Adventure|Fantasy|Action,8.434,27608,40.2757,en
671,Harry Potter and the Philosopher's Stone,2001,Adventure|Fantasy,7.9,29603,37.453,en
129,Spirited Away,2001,Animation|Family|Fantasy,8.535,18372,35.1311,ja
808,Shrek,2001,Animation|Comedy|Fantasy|Adventure|Family,7.764,18787,30.0917,en
4248,Scary Movie 2,2001,Comedy,5.827,5168,34.1136,en
585,Monsters  Inc.,2001,Animation|Comedy|Family|Fantasy,7.851,19789,22.8259,en
855,Black Hawk Down,2001,Action|War|History,7.394,6368,12.7427,en
1734,The Mummy Returns,2001,Adventure|Action|Fantasy,6.406,7694,13.037,en
11770,Shaolin Soccer,2001,Action|Comedy,7.168,2534,11.4317,cn
161,Ocean's Eleven,2001,Thriller|Crime,7.46,12561,12.1182,en
2057,Original Sin,2001,Thriller|Drama|Mystery|Romance|History,6.139,904,12.1962,en
194,Amélie,2001,Comedy|Romance,7.921,12408,10.6474,fr
676,Pearl Harbor,2001,War|Romance|History|Action,6.935,7002,9.7989,en
5175,Rush Hour 2,2001,Action|Comedy|Crime,6.769,4599,9.8681,en
1018,Mulholland Drive,2001,Thriller|Drama|Mystery,7.804,7041,9.3703,en
1791,The Piano Teacher,2001,Drama|Romance,7.3,1277,10.0074,fr
6312,Brotherhood of the Wolf,2001,Adventure|Horror|Action|History,6.741,1727,30.5284,fr
9880,The Princess Diaries,2001,Comedy|Family|Romance,6.965,5270,8.9,en
453,A Beautiful Mind,2001,Drama|Romance,7.856,11092,8.5564,en
8835,Legally Blonde,2001,Comedy,6.815,4550,9.4662,en
59940,Zebra Lounge,2001,Thriller,4.356,45,6.8386,en
141,Donnie Darko,2001,Fantasy|Drama|Mystery,7.763,13427,7.7693,en
853,Enemy at the Gates,2001,War|History,7.418,4043,8.29,en
11845,Intimacy,2001,Romance|Drama|Fantasy,6.241,551,7.9,en
1933,The Others,2001,Horror|Mystery|Thriller,7.617,7186,8.0261,en
2034,Training Day,2001,Action|Crime|Drama,7.522,6612,7.4199,en
2770,American Pie 2,2001,Comedy|Romance,6.257,5317,8.1022,en
644,A.I. Artificial Intelligence,2001,Drama|Science Fiction|Adventure,7.057,6669,7.4629,en
8922,Jeepers Creepers,2001,Horror,6.482,3293,7.098,en
68507,Jan Dara,2001,Romance|Drama,5.9,53,6.9061,th
1391,Y Tu Mamá También,2001,Drama|Romance,7.418,1750,6.2646,es
9889,Shallow Hal,2001,Comedy|Drama|Fantasy|Romance,6.174,3159,6.6465,en
1995,Lara Croft: Tomb Raider,2001,Adventure|Action|Fantasy,5.915,6523,6.0546,en
10796,The One,2001,Action|Science Fiction|Thriller,6.136,1738,5.8849,en
9476,A Knight's Tale,2001,Adventure|Drama|Romance|Action,6.876,3386,5.9724,en
1364,Sex and Lucía,2001,Drama|Romance,6.669,626,5.0006,es
15167,Barbie in the Nutcracker,2001,Animation|Family,6.899,1114,6.0888,en
9378,Thir13en Ghosts,2001,Horror|Thriller,6.292,2369,5.3114,en
1903,Vanilla Sky,2001,Mystery|Romance|Science Fiction,6.821,4658,4.9431,en
11397,Not Another Teen Movie,2001,Comedy,5.822,2298,5.3175,en
824,Moulin Rouge!,2001,Drama|Romance|Music,7.53,4850,4.7356,en
10865,Atlantis: The Lost Empire,2001,Animation|Family|Adventure|Science Fiction,7.044,5145,4.5132,en
10972,Session 9,2001,Horror|Mystery|Drama,6.1,1026,4.7642,en
9778,Serendipity,2001,Comedy|Romance,6.964,2148,4.187,en
16664,All About Lily Chou-Chou,2001,Drama|Crime,7.438,292,4.4222,ja
4133,Blow,2001,Crime|Drama,7.354,4608,4.5214,en
9398,Zoolander,2001,Comedy,6.225,4926,5.0346,en
167,K-PAX,2001,Science Fiction|Drama|Mystery,7.213,2758,4.0682,en
10054,Spy Kids,2001,Family|Action|Comedy|Adventure|Science Fiction,5.818,3711,4.6326,en
10950,I Am Sam,2001,Drama,7.573,2505,4.2306,en
9397,Evolution,2001,Comedy|Science Fiction|Action,6.109,2485,4.5785,en
9705,Swordfish,2001,Action|Crime|Thriller,6.264,2947,3.2782,en
2100,The Last Castle,2001,Action|Drama|Thriller,7.176,1426,4.6502,en
9896,Rat Race,2001,Adventure|Comedy,6.283,1965,4.2572,en
869,Planet of the Apes,2001,Thriller|Science Fiction|Action|Adventure,5.772,4416,4.95,en
634,Bridget Jones's Diary,2001,Comedy|Romance|Drama,6.7,5494,4.1917,en
15720,The Man from Elysian Fields,2001,Drama|Romance,5.9,65,3.3863,en
9428,The Royal Tenenbaums,2001,Comedy|Drama,7.456,5034,3.9746,en
10992,Cats & Dogs,2001,Family|Comedy|Action|Adventure|Fantasy,5.39,1747,5.1985,en
37280,Crayon Shin-chan: The Adult Empire Strikes Back,2001,Animation|Comedy|Adventure,8.244,80,4.3005,ja
11469,Black Knight,2001,Comedy|Fantasy|Adventure,5.486,1226,5.0102,en
11371,The Score,2001,Action|Crime|Thriller|Mystery|Drama,6.705,1867,4.4161,en
9696,Ichi the Killer,2001,Action|Crime|Horror,6.986,1100,4.0354,ja
27324,Pulse,2001,Horror|Thriller|Mystery,6.702,671,3.7084,ja
11470,Jason X,2001,Horror|Science Fiction,4.853,1510,3.9234,en
15999,Vampire Hunter D: Bloodlust,2001,Animation|Fantasy|Horror,7.7,801,3.7286,ja
10833,Heartbreakers,2001,Comedy|Romance|Crime,6.132,991,3.6848,en
8489,Ali,2001,Drama,6.751,1872,3.3959,en
10836,Dagon,2001,Fantasy|Horror|Thriller,6.143,473,3.1473,en
2749,15 Minutes,2001,Action|Crime|Thriller,5.929,805,3.1739,en
10477,Driven,2001,Action|Drama,5.137,822,4.6721,en
42360,Inuyasha the Movie: Affections Touching Across Time,2001,Action|Animation|Adventure|Fantasy,7.5,197,2.7179,ja
11086,The Majestic,2001,Drama|Romance,6.759,841,3.4882,en
10757,Kabhi Khushi Kabhie Gham,2001,Comedy|Drama,7.666,604,3.467,hi
24836,August Underground,2001,Horror,4.084,119,3.6256,en
1535,Spy Game,2001,Action|Crime|Thriller,6.921,2362,3.6552,en
11299,Cowboy Bebop: The Movie,2001,Action|Animation|Science Fiction,7.724,1037,3.7593,ja
2140,Kiss of the Dragon,2001,Action|Crime|Thriller,6.912,1338,3.5948,en
768,From Hell,2001,Horror|Mystery|Thriller,6.695,3016,4.4465,en
5852,Angel Eyes,2001,Drama|Romance|Thriller,6.065,482,4.6573,en
18269,Lady and the Tramp II: Scamp's Adventure,2001,Animation|Family|Romance|Adventure,6.343,1318,3.1645,en
11232,Kate & Leopold,2001,Romance|Comedy|Fantasy,6.344,1482,3.7672,en
21707,My Wife is a Gangster,2001,Action|Comedy,5.9,75,3.0149,ko
6073,The Mexican,2001,Action|Comedy|Crime|Romance,5.953,1610,3.3754,en
32022,Case Closed: Countdown to Heaven,2001,Animation|Action|Crime|Mystery,7.348,198,3.3559,ja
39939,Super Troopers,2001,Comedy|Crime|Mystery,6.557,1224,2.9293,en
8386,How High,2001,Comedy,6.353,1055,3.3652,en
10877,Exit Wounds,2001,Action|Crime|Thriller,5.894,577,3.7527,en
8007,Behind Enemy Lines,2001,Action|Drama|Thriller|War,6.431,1645,3.1323,en
2110,Wasabi,2001,Drama|Action|Comedy,6.7,1427,3.2589,fr
23446,One Piece: Clockwork Island Adventure,2001,Action|Animation|Adventure,6.887,296,2.9622,ja
10016,Ghosts of Mars,2001,Action|Horror|Science Fiction,5.158,1227,2.9263,en
10808,Dr. Dolittle 2,2001,Comedy|Family|Romance|Fantasy,5.3,1765,3.0336,en
11090,The Animal,2001,Comedy|Science Fiction,5.139,1368,3.035,en
45417,Wu Yen,2001,Fantasy|Comedy,6.429,21,4.9987,cn
2043,Along Came a Spider,2001,Crime|Mystery|Thriller|Action,6.35,2063,3.3416,en
3172,Bandits,2001,Comedy|Crime,6.307,1113,4.1476,en
570,Fat Girl,2001,Drama,6.194,255,2.5535,fr
575,The Experiment,2001,Drama|Thriller,7.426,1216,2.999,de
4241,Visitor Q,2001,Comedy|Drama|Horror,6.3,543,3.6948,ja
162092,Doraemon: Nobita and the Winged Braves,2001,Family|Animation|Adventure|Science Fiction|Fantasy,7.209,43,2.4309,ja
16321,Zu Warriors,2001,Fantasy|Action,5.667,75,2.5351,cn
12508,Rock Star,2001,Music|Drama|Comedy,6.7,813,2.5197,en
16161,Baby Boy,2001,Crime|Drama|Romance|Thriller,7.1,357,2.6618,en
10878,Saving Silverman,2001,Comedy|Crime|Romance,5.775,621,3.1094,en
10829,Tremors 3: Back to Perfection,2001,Action|Comedy|Horror|Science Fiction|Thriller,5.824,711,2.7023,en
23685,Monkeybone,2001,Adventure|Fantasy|Animation|Comedy|Science Fiction,5.204,368,2.2024,en
10866,Joy Ride,2001,Mystery|Thriller|Drama,6.546,1348,3.0367,en
12103,Don't Say a Word,2001,Thriller|Mystery|Crime,6.262,1073,3.5883,en
5279,Gosford Park,2001,Drama|Mystery|Thriller,6.8,1249,2.8738,en
125513,Slayers Premium,2001,Adventure|Animation|Comedy|Fantasy,6.6,17,1.7633,ja
12610,Osmosis Jones,2001,Action|Adventure|Animation|Comedy|Family|Science Fiction,6.5,1080,2.7119,en
12600,Pokémon 4Ever,2001,Adventure|Fantasy|Animation|Science Fiction|Family,6.469,466,2.7236,ja
2114,Final Fantasy: The Spirits Within,2001,Action|Adventure|Animation|Fantasy|Science Fiction,6.199,1600,2.5418,en
270111,Beck 11 - The Cartel,2001,Thriller|Crime|Drama|Mystery,5.6,32,2.4171,sv
38047,Eureka,2001,Drama,7.8,100,2.2789,ja
11178,My Sassy Girl,2001,Drama|Comedy|Romance,7.534,656,2.4972,ko
9991,Mean Machine,2001,Comedy|Drama,6.253,631,2.302,en
13166,Freddy Got Fingered,2001,Comedy,4.724,483,2.1966,en
31010,Uprising,2001,Drama|History|War|TV Movie,6.495,92,2.0123,en
13496,American Outlaws,2001,Western|Action,5.967,285,3.0863,en
