id,title,release_year,genres,vote_average,vote_count,popularity,original_language
207,Dead Poets Society,1989,Drama,8.3,12617,18.0247,en
10144,The Little Mermaid,1989,Animation|Family|Fantasy,7.351,8404,12.1043,en
16859,Kiki's Delivery Service,1989,Animation|Family|Fantasy,7.8,4575,10.443,ja
268,Batman,1989,Fantasy|Action|Crime,7.2,8578,9.0829,en
165,Back to the Future Part II,1989,Adventure|Comedy|Science Fiction,7.781,13946,7.6789,en
89,Indiana Jones and the Last Crusade,1989,Adventure|Action,7.9,11070,8.7991,en
37606,Valmont,1989,Drama|Romance,6.732,299,7.6095,en
16269,God of Gamblers,1989,Action|Comedy|Drama,7.24,194,6.7542,cn
10835,The Killer,1989,Action|Crime|Drama|Thriller,7.583,902,7.0903,cn
11974,The 'Burbs,1989,Comedy|Horror|Thriller,6.755,1372,4.821,en
2756,The Abyss,1989,Adventure|Thriller|Science Fiction,7.352,3440,6.1814,en
223319,Lucky Sky Diamond,1989,Horror|Science Fiction,4.1,10,6.7735,ja
11497,All Dogs Go to Heaven,1989,Drama|Animation|Family|Comedy|Fantasy,6.818,1135,5.5658,en
9972,Lock Up,1989,Action|Crime|Drama|Thriller,6.803,1319,5.1186,en
1412,sex  lies  and videotape,1989,Drama,6.941,1037,4.9888,en
2978,Ghostbusters II,1989,Comedy|Fantasy,6.602,4853,5.1818,en
942,Lethal Weapon 2,1989,Action|Thriller|Crime,7.0,3747,4.1937,en
9665,Glory,1989,Drama|History|War,7.484,1806,4.6409,en
639,When Harry Met Sally...,1989,Comedy|Romance|Drama,7.406,4601,4.7013,en
709,Licence to Kill,1989,Adventure|Action|Thriller,6.431,2159,4.5766,en
8867,The Punisher,1989,Action|Crime|Drama,5.8,686,5.1126,en
8913,Pet Sematary,1989,Horror,6.652,2384,4.5213,en
10134,Cyborg,1989,Science Fiction|Action|Thriller|Adventure,5.654,830,3.7468,en
9618,Tango & Cash,1989,Action|Thriller|Comedy|Drama|Crime,6.488,2118,4.5495,en
2640,Heathers,1989,Comedy|Crime,7.269,1877,3.6813,en
11361,Halloween 5: The Revenge of Michael Myers,1989,Horror,5.307,1336,4.2808,en
5825,National Lampoon's Christmas Vacation,1989,Comedy,7.233,2702,4.5136,en
2616,Uncle Buck,1989,Comedy|Drama|Family,6.8,1352,5.1357,en
10222,Kickboxer,1989,Action|Thriller|Drama,6.8,1576,4.0907,en
48624,Urotsukidōji: Legend of the Overfiend,1989,Animation|Action|Horror|Fantasy,6.0,119,3.6357,ja
10860,Steel Magnolias,1989,Comedy|Drama|Romance,7.186,728,3.2732,en
10495,The Karate Kid Part III,1989,Action|Family|Drama|Adventure,5.9,1827,3.5128,en
9354,Honey  I Shrunk the Kids,1989,Adventure|Comedy|Family|Science Fiction,6.323,3331,3.6779,en
3064,Chances Are,1989,Fantasy|Comedy|Romance,6.622,282,3.2034,en
5203,Wild Orchid,1989,Drama|Romance,5.284,303,3.9125,en
2028,Say Anything...,1989,Romance|Comedy|Drama,7.01,1113,3.4756,en
10160,A Nightmare on Elm Street: The Dream Child,1989,Horror|Thriller,5.418,1431,3.8786,en
925,Do the Right Thing,1989,Drama,7.767,1999,2.9983,en
4105,Black Rain,1989,Drama|Action|Thriller,6.6,1235,3.3427,en
249,The War of the Roses,1989,Comedy|Drama,6.91,1255,3.2143,en
67350,Vampire vs. Vampire,1989,Action|Comedy|Horror,6.2,32,2.9663,zh
10135,Road House,1989,Action|Thriller,6.8,1526,2.9622,en
22244,Society,1989,Comedy|Horror|Mystery,6.689,632,2.9591,en
10283,Friday the 13th Part VIII: Jason Takes Manhattan,1989,Horror|Thriller,4.938,1211,3.7097,en
28609,Dragon Ball Z: Dead Zone,1989,Animation|Action|Fantasy,6.855,618,3.0916,ja
25074,Miracles: The Canton Godfather,1989,Crime|Action|Comedy|Drama,7.1,182,2.3802,cn
11937,The Gods Must Be Crazy II,1989,Action|Comedy,7.076,553,2.5316,en
2323,Field of Dreams,1989,Drama|Fantasy,7.118,1670,2.9787,en
172,Star Trek V: The Final Frontier,1989,Science Fiction|Action|Adventure|Thriller,5.7,1307,2.7698,en
8491,Weekend at Bernie's,1989,Comedy|Crime,6.413,1132,2.9524,en
7452,The Cook  the Thief  His Wife & Her Lover,1989,Crime|Drama,7.325,708,3.2437,en
73922,A Visitor to a Museum,1989,Drama|Science Fiction,6.8,54,2.979,ru
2604,Born on the Fourth of July,1989,Drama|War,7.005,1884,2.782,en
403,Driving Miss Daisy,1989,Drama,7.2,1779,2.5982,en
83200,Tummy Trouble,1989,Comedy|Animation,6.7,76,2.9935,en
9942,Major League,1989,Comedy,6.892,876,2.6914,en
12150,Sea of Love,1989,Crime|Drama|Romance,6.611,687,2.7667,en
238751,Best of the Best,1989,Action|Drama,6.5,335,2.2293,en
507455,Be-Boy Kidnapp'n Idol,1989,Animation|Drama|Romance,5.0,12,2.4582,ja
12521,Shocker,1989,Horror|Thriller|Comedy,5.588,462,2.3296,en
10142,Casualties of War,1989,Drama|History|War,7.158,1011,2.7203,en
1648,Bill & Ted's Excellent Adventure,1989,Adventure|Comedy|Science Fiction,6.8,2099,2.164,en
11352,Always,1989,Romance|Fantasy|Drama,6.237,663,3.1966,en
14372,Leviathan,1989,Adventure|Horror|Thriller|Science Fiction,5.986,562,2.3647,en
10345,K-9,1989,Action|Comedy|Crime,6.2,1051,2.3758,en
