id,title,release_year,genres,vote_average,vote_count,popularity,original_language
1241752,Rita,2024,Drama,5.979,24,131.9997,tl
1002398,Virgin,2024,Drama|Romance,6.591,22,55.3839,tl
533535,Deadpool & Wolverine,2024,Action|Comedy|Science Fiction,7.571,8716,41.5798,en
1266990,Kulong,2024,Drama,6.417,18,35.5478,tl
1184918,The Wild Robot,2024,Family|Animation|Science Fiction|Adventure,8.312,6114,31.6891,en
1035048,Elevation,2024,Action|Science Fiction|Thriller,6.408,976,26.5629,en
1241982,Moana 2,2024,Adventure|Animation|Comedy|Family|Fantasy,7.0,3083,25.5567,en
1156593,Your Fault,2024,Drama|Romance,7.082,1555,29.2228,es
1022789,Inside Out 2,2024,Animation|Adventure|Comedy|Family,7.5,6697,26.1744,en
933260,The Substance,2024,Horror|Science Fiction|Thriller,7.134,6032,25.4179,en
939243,Sonic the Hedgehog 3,2024,Action|Science Fiction|Comedy|Family,7.616,3295,26.7795,en
693134,Dune: Part Two,2024,Science Fiction|Adventure,8.128,8004,22.7936,en
1011985,Kung Fu Panda 4,2024,Action|Adventure|Animation|Comedy|Family|Fantasy,7.003,3517,25.3943,en
519182,Despicable Me 4,2024,Action|Animation|Comedy|Family|Science Fiction,7.0,3210,22.3716,en
1252309,Tell Me What You Want,2024,Romance|Drama,6.2,290,20.9573,es
912649,Venom: The Last Dance,2024,Science Fiction|Action|Adventure,6.669,4236,19.7668,en
402431,Wicked,2024,Drama|Romance|Fantasy,6.91,3044,16.68,en
866398,The Beekeeper,2024,Action|Crime|Thriller,7.264,4253,16.7598,en
823464,Godzilla x Kong: The New Empire,2024,Action|Adventure|Science Fiction,7.0,4684,17.4625,en
1357633,Solo Leveling -ReAwakening-,2024,Action|Adventure|Fantasy|Animation,7.16,272,17.5661,ja
843527,The Idea of You,2024,Music|Comedy|Romance|Drama,7.29,1950,16.1494,en
539972,Kraven the Hunter,2024,Action|Adventure|Thriller,6.4,2342,16.025,en
1064213,Anora,2024,Drama|Comedy|Romance,7.072,3172,13.8232,en
823219,Flow,2024,Adventure|Animation|Family|Fantasy,8.1,2836,15.0653,lv
1173559,Insidious Inferno,2024,Horror,5.4,20,16.3358,en
762509,Mufasa: The Lion King,2024,Adventure|Family|Animation,7.311,2665,15.4727,en
786892,Furiosa: A Mad Max Saga,2024,Action|Science Fiction|Adventure,7.456,4886,14.7855,en
573435,Bad Boys: Ride or Die,2024,Action|Comedy|Crime,7.324,3335,13.9565,en
746036,The Fall Guy,2024,Action|Comedy|Romance,6.96,3773,12.2978,en
359410,Road House,2024,Action|Thriller|Drama,6.9,3053,13.1347,en
1034541,Terrifier 3,2024,Horror,6.781,1956,13.8912,en
945961,Alien: Romulus,2024,Horror|Science Fiction,7.2,4560,11.7378,en
1196470,Survive,2024,Science Fiction|Thriller|Adventure|Action,5.852,381,12.0606,fr
1064028,Subservience,2024,Horror|Science Fiction|Thriller,6.61,1009,12.4337,en
558449,Gladiator II,2024,Action|Adventure|Drama,6.61,4449,11.4572,en
748783,The Garfield Movie,2024,Adventure|Animation|Comedy|Family,7.0,1442,13.7188,en
653346,Kingdom of the Planet of the Apes,2024,Science Fiction|Adventure|Action,7.054,4258,11.4834,en
698687,Transformers One,2024,Animation|Science Fiction|Adventure|Family,8.0,1629,10.2336,en
1097549,Babygirl,2024,Romance|Thriller,5.708,1206,10.4946,en
799583,The Ministry of Ungentlemanly Warfare,2024,Action|Comedy|War,7.013,1890,10.0794,en
1032823,Trap,2024,Crime|Horror|Thriller,6.238,2842,10.3377,en
1100782,Smile 2,2024,Horror|Music|Mystery|Thriller,6.593,2163,9.1028,en
857598,Pushpa 2 - The Rule,2024,Action|Drama|Thriller|Crime,6.279,145,10.036,te
1357459,Tatsulok: Tatlo Magkasalo,2024,Drama|Romance,5.6,14,10.6002,tl
845781,Red One,2024,Action|Comedy|Fantasy,6.989,3046,9.5363,en
1186350,Marco,2024,Action|Crime|Thriller,6.547,117,9.4606,ml
718821,Twisters,2024,Action|Thriller,6.8,2989,9.5333,en
1111873,Abigail,2024,Horror|Thriller,6.663,2079,10.225,en
936245,Hidden Face,2024,Mystery|Thriller,5.114,66,9.3027,ko
426063,Nosferatu,2024,Horror|Fantasy,6.7,3670,9.266,en
1167898,Straight,2024,Romance,7.0,20,9.909,es
929590,Civil War,2024,War|Action|Drama,6.861,4338,8.79,en
1244492,Look Back,2024,Animation|Drama,8.1,549,10.7891,ja
1130276,Succubus,2024,Horror|Thriller,8.563,237,9.1309,en
1226578,Longlegs,2024,Crime|Horror|Mystery,6.526,2668,8.6744,en
974576,Conclave,2024,Drama|Thriller,7.196,3407,8.4641,en
1232449,Young Hearts,2024,Drama|Romance,8.52,274,8.8684,nl
1079091,It Ends with Us,2024,Drama|Romance,6.947,1947,8.7335,en
917496,Beetlejuice Beetlejuice,2024,Comedy|Fantasy|Horror,6.935,3122,8.1252,en
762441,A Quiet Place: Day One,2024,Horror|Science Fiction|Thriller,6.646,3355,8.5584,en
937287,Challengers,2024,Drama|Romance,6.9,2688,9.0197,en
1138194,Heretic,2024,Thriller|Horror,7.0,2657,7.9305,en
840705,Blink Twice,2024,Mystery|Thriller,6.688,1906,8.2236,en
838209,Exhuma,2024,Mystery|Horror|Thriller,7.553,685,11.4841,ko
763215,Damsel,2024,Fantasy|Action|Adventure,6.982,2788,8.4397,en
1141320,The Family Star,2024,Family|Romance|Comedy|Drama|Action,4.833,18,8.4593,te
661539,A Complete Unknown,2024,Drama|Music,7.076,1445,7.6805,en
1118031,Apocalypse Z: The Beginning of the End,2024,Drama|Action|Horror,6.7,1245,7.2705,es
1381216,Gator Lake,2024,Horror|Comedy|Adventure,6.32,50,7.5784,en
877817,Wolfs,2024,Crime|Comedy,6.539,1447,7.3057,en
1023922,MaXXXine,2024,Horror|Thriller,6.297,1494,7.0044,en
1064307,Spermageddon,2024,Animation|Adventure|Fantasy|Comedy,6.5,132,7.2412,no
969492,Land of Bad,2024,Action|War|Thriller,7.245,1486,7.1174,en
1084736,The Count of Monte Cristo,2024,Adventure|Action|Drama,7.902,2028,8.4665,fr
549509,The Brutalist,2024,Drama,7.0,1664,7.1853,en
639720,IF,2024,Comedy|Fantasy|Family,7.0,1608,8.7124,en
1114513,Speak No Evil,2024,Horror|Thriller,7.118,2118,6.6245,en
839033,The Lord of the Rings: The War of the Rohirrim,2024,Animation|Fantasy|Adventure|Action,6.553,860,6.9295,en
889737,Joker: Folie à Deux,2024,Drama|Crime|Thriller,5.4,2926,7.2354,en
923667,Twilight of the Warriors: Walled In,2024,Action|Crime|Thriller,7.0,446,6.8739,cn
1093966,Vettaiyan,2024,Action|Crime|Drama,6.2,38,6.3399,ta
516729,Paddington in Peru,2024,Adventure|Comedy|Family,6.8,689,7.0268,en
1241894,Woodwalkers,2024,Fantasy|Family,6.331,77,6.4242,de
1189518,Vaazha,2024,Comedy|Drama,6.62,25,6.9115,ml
801688,Kalki 2898-AD,2024,Drama|Action|Fantasy|Science Fiction,6.393,177,7.656,te
1127166,The Tearsmith,2024,Romance|Drama,6.488,975,7.2053,it
967847,Ghostbusters: Frozen Empire,2024,Fantasy|Adventure|Comedy,6.5,2165,7.1107,en
1051896,Arcadian,2024,Action|Horror|Thriller|Science Fiction,6.04,865,6.7962,en
634492,Madame Web,2024,Action|Fantasy,5.291,2582,6.4591,en
1104844,BLUE LOCK THE MOVIE -EPISODE NAGI-,2024,Animation|Action|Drama,7.4,234,6.6562,ja
1159311,My Hero Academia: You're Next,2024,Animation|Action|Adventure|Science Fiction,7.2,215,6.4091,ja
1382406,Striking Rescue,2024,Action|Crime|Thriller,7.44,167,6.4404,zh
1087822,Hellboy: The Crooked Man,2024,Fantasy|Horror|Action,5.168,555,6.2099,en
974262,Descendants: The Rise of Red,2024,Fantasy|Adventure|Family|Comedy,6.746,480,6.5525,en
831815,Saving Bikini Bottom: The Sandy Cheeks Movie,2024,Family|Comedy|Adventure|Animation,6.149,174,6.0151,en
